SSN,Psa asand,Psa asilt,Psa aclay,Psa c1clay,Psa c1silt,Psa c1sand,Psa c2clay,Psa c2silt,Psa c2sand,Psa c3clay,Psa c3silt,Psa c3sand,Psa c4clay,Psa c4silt,Psa c4sand,Psa w1clay,Psa w1silt,Psa w1sand,Psa w2clay,Psa w2silt,Psa w2sand,Psa w3clay,Psa w3silt,Psa w3sand,Psa w4clay,Psa w4silt,Psa w4sand,A brooks,B brooks,Alpha brooks,Wcvfri,Sucjkgi,Wcvfrsat,Wcvfrfc10,Wcvfrfc33,Wcvfrwp1500,Wcvfrairdry,Awc1,Awc2,Ksat,Volfr,Lshrinkpct,Plwcgpct,Llwcgpct,Piwcgpct,Total nitrogen,Total carbon,Acidified nitrogen,Acidified carbon
icr006724,94.46666667,4.380666667,1.152333333,8.099,7.279,84.622,3.462,1.101,95.437,2.349,1.139,96.512,2.074,1.218,96.708,5.872,9.204,84.924,5.011,4.622,90.367,5.644,3.309,91.047,5.789,2.756,91.455,0.00158,3.64981,-0.273987,0.265223,0.002524,0.301557,0.027404,0.019758,0.006944,0.001758,0.02046,0.012815,30.525485,1.146566,3.714286,14.359701,19.015001,4.6553,0.068269312,0.659003993,0.047476161,0.648011903
icr006725,96.77566667,2.507,0.717333333,10.377,8.703,80.92,2.938,0.438,96.624,1.858,0.537,97.605,1.553,0.622,97.825,5.262,10.438,84.3,4.166,4.531,91.302,4.782,3.027,92.191,5.071,2.605,92.324,0.001187,4.023246,-0.248556,0.243683,0.001902,0.273967,0.028972,0.021533,0.008339,0.001217,0.020634,0.013194,22.04971,1.079,4.285714,13.994676,21.189727,7.195051,0.056535953,0.404264788,0.040261328,0.394055247
icr006744,95.73666667,3.590333333,0.673,7.529,17.723,74.748,9.907,5.915,84.178,9.463,5.008,85.529,8.911,4.804,86.285,3.519,11.325,85.156,7.363,11.263,81.374,9.852,9.214,80.934,11.423,8.092,80.484,0.061593,4.223688,-0.23676,0.276028,0.0988,0.308705,0.092511,0.069732,0.028248,0.002604,0.064263,0.041484,18.768181,1.292,1.428571,18.7633,20.403262,1.639962,0.044392766,0.413168222,0.029058048,0.410085062
icr006745,89.48233333,9.222333333,1.295,15.002,18.324,66.673,18.322,6.839,74.839,11.659,3.383,84.958,11.462,3.422,85.115,3.65,11.024,85.326,5.148,11.559,83.293,6.636,11.177,82.187,7.686,10.548,81.766,0.002843,4.516947,-0.221388,0.34559,0.004567,0.383845,0.062958,0.048335,0.020763,0.002771,0.042195,0.027572,57.236429,1.3095,2.142857,15.10429,14.238464,-0.865826,0.024678911,0.301947445,0.006620635,0.265945812
icr007730,93.605,3.26,3.13,15.393,16.402,68.205,20.994,10.178,68.828,21.427,7.961,70.612,20.115,7.26,72.625,7.794,12.429,79.777,15.281,13.158,71.561,19.553,12.809,67.638,20.607,11.276,68.117,0.014839,5.183257,-0.192929,0.285346,0.023917,0.312872,0.089053,0.070732,0.03387,0.006169,0.055183,0.036861,20.841492,0.8685,6.5,12.952489,16.070794,3.118306,0.141924381,1.716268063,0.14002018,1.634116173
icr007731,91.485,4.555,3.965,14.83,12.945,72.225,14.964,4.035,81.001,15.537,2.93,81.533,13.71,2.617,83.672,10.51,14.468,75.022,11.983,10.777,77.24,13.127,7.862,79.011,13.082,6.154,80.764,0.033232,4.351102,-0.229827,0.236723,0.053346,0.263925,0.0711,0.054038,0.022477,0.003755,0.048622,0.031561,12.464932,0.893,7.142857,17.984137,26.606006,8.621869,0.081407562,0.856958687,0.075595074,0.837557241
icr007750,94.91,2.405,2.69,4.981,8.312,86.707,4.425,3.279,92.297,3.579,2.294,94.128,3.37,2.381,94.249,3.853,7.11,89.037,4.353,5.369,90.278,5.305,4.131,90.564,5.07,3.495,91.436,0.038931,2.570892,-0.38897,0.213983,0.061477,0.2556,0.029529,0.01856,0.004206,0.00107,0.025324,0.014354,14.684085,0.9715,2.214286,18.854832,16.034702,-2.82013,0.088425323,1.2984927,0.077012947,1.259465069
icr007751,93.17,3.445,3.39,6.104,10.484,83.412,4.353,2.503,93.144,3.557,1.888,94.555,3.25,1.805,94.945,4.26,7.781,87.959,4.762,5.117,90.121,5.701,3.337,90.961,6.218,2.653,91.13,0.063464,2.482701,-0.402787,0.230634,0.100084,0.277082,0.036099,0.022317,0.004797,0.001706,0.031302,0.01752,18.398171,1.011,2.214286,17.393842,23.683736,6.289893,0.049152231,0.782526016,0.042152674,0.769498825
icr007770,95.39,2.21,2.4,10.321,16.032,73.647,6.33,2.988,90.683,2.588,2.053,95.359,2.093,1.821,96.086,6.313,10.269,83.418,7.923,4.846,87.231,7.03,2.978,89.992,6.209,2.679,91.112,0.085249,2.668919,-0.374684,0.238628,0.134812,0.283333,0.047529,0.030387,0.007271,0.003933,0.040258,0.023115,18.662361,1.035,0.714286,14.995529,17.405784,2.410255,0.057461441,0.783800155,0.050871924,0.77659525
icr007771,92.41,3.96,3.635,13.951,23.025,63.024,9.667,5.229,85.104,6.755,4.401,88.844,5.865,3.851,90.284,7.504,14.554,77.942,11.369,8.112,80.519,10.773,4.834,84.393,9.818,4.122,86.06,0.186315,2.74062,-0.364881,0.21852,0.294923,0.258386,0.060411,0.039077,0.009707,0.003761,0.050704,0.02937,11.702912,0.941,1.428571,15.40516,18.463101,3.057941,0.020482502,0.311029606,0.01367873,0.304349907
icr007790,90.485,4.95,4.56,19.605,28.099,52.297,23.805,11.115,65.08,22.319,8.199,69.482,17.409,5.517,77.074,7.178,19.502,73.321,16.03,19.951,64.018,21.656,16.61,61.734,23.993,13.321,62.685,0.171301,4.263563,-0.234546,0.307188,0.274846,0.343213,0.132221,0.099927,0.040823,0.008137,0.091398,0.059104,19.949007,0.9825,7.142857,18.294699,28.482301,10.187602,0.090958461,1.253797114,0.096872576,1.2637586
icr007791,82.34,10.44,7.225,28.674,29.087,42.238,42.899,20.035,37.066,35.867,6.054,58.079,32.107,5.905,61.989,6.104,21.368,72.528,12.115,20.88,67.005,12.273,13.978,73.749,22.147,17.915,59.938,0.0397,5.048746,-0.198069,0.347483,0.063951,0.381896,0.127744,0.100841,0.04735,0.008858,0.080393,0.053491,33.323593,0.931,7.857143,18.944661,24.625287,5.680625,0.066627335,0.889014602,0.066918891,0.898086071
icr007810,91.245,4.515,4.235,10.037,16.545,73.418,27.943,16.797,55.26,29.825,14.319,55.856,29.573,14.212,56.215,9.659,17.571,72.771,20.245,19.038,60.717,26.453,16.099,57.447,22.195,10.786,67.019,0.089519,4.874378,-0.205154,0.318004,0.14409,0.350624,0.13325,0.104302,0.047669,0.008683,0.085582,0.056633,21.638612,0.9035,7.142857,19.5898,26.574394,6.984593,0.177993439,2.036045313,0.176115416,1.994198442
icr007811,88.035,6.05,5.925,14.792,14.645,70.563,13.276,5.321,81.403,11.886,3.809,84.305,10.957,3.779,85.264,7.34,12.831,79.829,12.328,10.594,77.077,15.122,8.611,76.268,15.895,7.238,76.866,0.011741,4.688521,-0.213287,0.239053,0.018881,0.264546,0.062734,0.048631,0.021546,0.002827,0.041188,0.027085,14.009369,0.878,6.642857,20.828964,27.646142,6.817179,0.070405383,0.930292279,0.069648869,0.912186325
icr007830,88.16,6.28,5.56,20.528,21.246,58.225,25.679,11,63.321,20.268,8.273,71.459,19.274,7.706,73.02,7.328,14.049,78.623,14.999,15.339,69.661,20.477,13.615,65.908,22.434,11.557,66.009,0.033132,4.546711,-0.219939,0.292365,0.053243,0.324516,0.092436,0.071089,0.030707,0.005323,0.061729,0.040382,23.227557,0.87,7.142857,18.187399,26.512715,8.325317,0.099086192,1.475597322,0.100095931,1.466011763
icr007831,86.875,7.1,6.025,25.39,16.193,58.417,25.672,6.028,68.3,21.946,5.074,72.98,22.452,3.987,73.561,6.098,12.733,81.169,14.06,14.822,71.118,18.731,13.289,67.981,21.146,11.421,67.433,0.071056,4.604004,-0.217202,0.291797,0.114221,0.323487,0.110463,0.085231,0.037202,0.006662,0.073261,0.048029,19.115294,0.903,8.142857,19.679563,30.867048,11.187485,0.06493476,1.1291067,0.071865678,1.148407638
icr007850,90.33,4.015,5.655,7.123,5.905,86.971,3.469,1.936,94.595,2.791,2.113,95.096,2.467,2.221,95.312,4.933,4.373,90.694,4.336,2.174,93.49,4.426,1.771,93.803,4.625,1.671,93.704,,,,,,,,,,,,,,,,,,,0.03764048,0.64674148,0.035939882,0.614716917
icr007851,95.795,1.44,2.76,10.135,8.486,81.379,4.936,2.469,92.595,4.285,2.565,93.15,3.687,2.669,93.644,6.183,6.897,86.919,6.351,3.736,89.913,6.683,2.851,90.466,6.747,2.64,90.613,,,,,,,,,,,,,,,,,,,0.015651371,0.311378479,0.011598886,0.299874321
icr007870,94.02,2.565,3.415,5.335,3.981,90.684,2.62,0.893,96.487,2.078,0.794,97.128,1.727,0.873,97.4,3.705,4.097,92.198,3.363,1.867,94.77,3.571,1.309,95.12,3.647,1.072,95.281,,,,,,,,,,,,,,,,,,,0.02598564,0.503087863,0.022252954,0.481755972
icr007871,95.385,1.855,2.765,6.926,1.312,91.762,1.989,0.349,97.662,1.511,0.338,98.151,1.292,0.34,98.368,2.83,4.143,93.027,2.936,1.024,96.04,3.228,0.619,96.153,3.085,0.431,96.484,,,,,,,,,,,,,,,,,,,0.016670497,0.349305928,0.012912145,0.337946504
icr007890,91.295,4.6,4.105,13.752,15.83,70.418,17.336,7.066,75.598,15.669,5.625,78.706,14.972,5.372,79.656,7.382,10.509,82.109,8.814,7.912,83.273,10.756,6.147,83.097,11.294,5.278,83.428,0.013077,4.197673,-0.238227,0.263578,0.020973,0.294974,0.060653,0.045638,0.018384,0.00286,0.042269,0.027254,21.48856,0.956,5.928571,20.991869,28.169416,7.177547,0.132570349,1.551310599,0.123136103,1.591412783
icr007891,92.25,4.03,3.715,20.628,17.54,61.832,31.696,10.356,57.949,30.757,7.911,61.332,31.017,7.226,61.757,9.155,14.514,76.33,22.681,16.906,60.414,28.728,13.137,58.135,30.423,10.615,58.963,0.023239,5.145988,-0.194326,0.320552,0.037451,0.351698,0.108233,0.085822,0.040878,0.006123,0.067355,0.044944,28.041089,0.9785,7.428571,19.508894,28.416285,8.90739,0.129611865,1.51768595,0.129682466,1.633111596
icr007910,95.21,2.135,2.655,12.936,18.644,68.421,11.456,7.222,81.322,9.431,5.39,85.179,8.59,5.096,86.314,6.968,16.124,76.908,11.522,11.745,76.732,14.844,9.251,75.905,14.47,7.525,78.005,0.074367,3.365685,-0.297116,0.228186,0.118533,0.262085,0.061094,0.042849,0.013786,0.003165,0.047307,0.029062,12.956023,0.9325,2.214286,13.872606,18.827167,4.954562,0.076446198,0.965725273,0.066135194,0.937707692
icr007911,88.965,5.625,5.41,26.147,48.104,25.749,65.662,25.329,9.009,74.609,17.389,8.002,75.507,17.049,7.444,10.967,22.819,66.214,45.122,34.947,19.93,57.787,24.629,17.584,67.178,20.797,12.026,0.019664,10.472764,-0.095486,0.379617,0.032047,0.397741,0.219373,0.195737,0.135956,0.016274,0.083417,0.059781,13.65545,1.011,2.857143,15.83876,21.064117,5.225357,0.050409816,0.62351194,0.041970015,0.621108741
icr007928,94.825,2.555,2.62,31.51,39.667,28.823,28.282,18.928,52.79,23.634,14.996,61.37,24.316,15.4,60.284,8.907,21.372,69.72,22.06,17.272,60.667,26.883,12.645,60.472,34.754,13.011,52.236,0.007497,9.85995,-0.10142,0.395769,0.01221,0.415838,0.200435,0.177577,0.120579,0.022238,0.079855,0.056997,22.570523,0.9895,1.428571,16.376259,20.162901,3.786642,0.062263858,0.930443287,0.058102809,1.044580579
icr007929,96.035,1.78,2.19,21.696,17.601,60.704,5.876,3.035,91.089,4.427,2.641,92.933,4.062,2.721,93.217,6.06,13.668,80.273,10.804,8.943,80.253,13.204,5.843,80.953,13.493,4.249,82.257,0.674515,3.469495,-0.288226,0.299427,1.076093,0.342579,0.157487,0.111634,0.037157,0.012951,0.12033,0.074477,15.58219,1.068,2.857143,16.467146,21.719096,5.25195,0.038213193,0.567558289,0.026522481,0.532388955
icr007949,91.77,4.55,3.68,9.718,14.224,76.058,4.534,3.41,92.056,3.935,2.616,93.449,3.674,2.522,93.804,5.271,16.203,78.526,7.929,12.646,79.426,11.034,10.72,78.246,12.888,9.34,77.772,0.312584,2.723214,-0.367213,0.243057,0.494683,0.287684,0.080584,0.051981,0.012798,0.003903,0.067785,0.039182,14.865519,1.1085,2.857143,13.894512,16.565138,2.670626,0.050003687,0.70631361,0.036983185,0.694232792
icr007950,90.48,5.31,4.205,10.921,13.532,75.547,5.059,3.895,91.046,4.81,3.315,91.874,4.653,3.108,92.239,4.154,8.638,87.208,6.713,8.402,84.885,8.045,7.218,84.737,9.283,6.123,84.594,0.022498,3.154712,-0.316986,0.248446,0.035786,0.287823,0.041667,0.028539,0.008511,0.002737,0.033156,0.020027,21.931075,0.992,2.142857,16.284319,19.689272,3.404953,0.056314172,0.804430932,0.04238392,0.800092667
icr007967,88.565,5.645,5.79,30.776,13.466,55.758,33.78,8.156,58.063,32.073,5.754,62.173,32.296,5.629,62.075,8.814,14.032,77.154,30.276,20.188,49.536,36.451,17.134,46.415,45.866,15.581,38.553,0.042042,6.368191,-0.15703,0.299341,0.068035,0.322843,0.136722,0.113348,0.062248,0.006698,0.074474,0.0511,13.882934,0.785,7.857143,25.618718,37.6561,12.037382,0.18022833,2.159644842,0.168030791,2.167713046
icr007968,92.49,3.855,3.655,20.486,14.701,64.813,33.964,11.067,54.969,34.228,8.867,56.905,32.887,8.072,59.04,11.592,12.961,75.447,31.773,15.431,52.796,39.179,12.984,47.837,42.583,11.371,46.046,0.016653,5.754348,-0.173782,0.287728,0.026898,0.312728,0.102876,0.0836,0.043067,0.005636,0.059809,0.040532,17.97165,0.819,7.142857,21.748048,30.616904,8.868856,0.096048217,1.208925009,0.082699053,1.192834854
icr007987,90.105,4.81,5.085,40.312,16.771,42.916,48.109,7.312,44.579,43.344,12.127,44.529,63.271,5.41,31.319,9.179,15.797,75.024,41.426,23.677,34.898,43.848,13.987,42.165,48.63,9.68,41.691,0.045769,5.622989,-0.177841,0.344265,0.073893,0.374878,0.143828,0.116313,0.058999,0.007612,0.084829,0.057314,26.22967,0.9285,6.428571,18.745948,28.148018,9.40207,0.085908249,0.9273054,0.08128773,0.935331643
icr007988,89.1,4.905,5.995,14.805,11.018,74.177,10.474,2.464,87.062,8.636,2.176,89.188,8.011,2.104,89.885,7.694,13.597,78.709,11.233,9.549,79.217,8.932,4.866,86.202,9.365,3.861,86.774,0.014194,3.957729,-0.25267,0.23883,0.022729,0.269002,0.051307,0.037946,0.014466,0.002416,0.036841,0.02348,16.44159,0.9505,7.142857,17.287841,25.511645,8.223804,0.063891925,0.769360542,0.056794951,0.768363267
icr008007,0,0,0,11.68,14.249,74.071,9.181,5.29,85.529,9.133,3.728,87.139,8.449,3.449,88.103,6.937,8.773,84.29,7.409,6.603,85.988,7.966,6.278,85.756,8.581,5.279,86.14,0.049239,3.622998,-0.276015,0.200753,0.078654,0.228458,0.052705,0.037908,0.01322,0.002556,0.039485,0.024689,8.449995,0.954,5.714286,14.733636,19.734712,5.001076,0.104814325,1.593530476,0.100802857,1.639902115
icr008008,88.96,4.655,6.385,14.027,15.266,70.707,70.26,12.57,17.16,13.884,3.29,82.826,13.947,3.362,82.691,7.804,11.781,80.415,15.82,12.949,71.231,18.379,10.519,71.102,5.253,2.615,92.133,0.013662,4.291385,-0.233025,0.261289,0.021924,0.291733,0.062732,0.047497,0.019517,0.003388,0.043215,0.02798,20.245571,0.965,5.928571,15.914613,21.62114,5.706527,0.061561815,1.071107507,0.060433367,1.087594569
icr008027,94.765,2.12,3.115,3.779,7.118,89.104,2.847,2.84,94.312,2.59,2.359,95.051,2.539,2.3,95.161,3.502,4.768,91.73,5.649,5.569,88.782,3.692,2.594,93.714,3.731,2.726,93.543,,,,,,,,,,,,,,,,,,,0.045380976,0.6579189,0.035418615,0.64432776
icr008028,93.215,3.11,3.675,6.736,7.292,85.972,3.64,2.506,93.853,3.405,2.228,94.367,3.102,2.22,94.678,2.147,4.624,93.23,4.912,4.274,90.815,5.314,3.41,91.276,5.517,3.275,91.207,,,,,,,,,,,,,,,,,,,0.021320672,0.357902497,0.004787366,0.338327602
icr009918,84.88366667,11.36266667,3.753333333,10.618,26.995,62.386,25.272,33.878,40.85,31.661,32.309,36.03,35.541,30.677,33.782,12.081,28.485,59.434,21.449,35.888,42.662,28.233,37.887,33.88,31.753,37.336,30.911,6.319621,4.174826,-0.239531,0.308699,10.134165,0.345671,0.309672,0.23266,0.093257,0.020395,0.216415,0.139403,1.652377,0.752392,7.142857,32.776949,43.341806,10.564856,0.361976057,4.613147418,0.345457296,4.488642057
icr009919,86.65933333,10.17033333,3.170666667,13.642,27.818,58.54,42.522,27.052,30.426,49.671,22.281,28.048,53.727,19.519,26.753,9.583,25.568,64.849,23.635,33.833,42.532,33.647,35.898,30.455,39.916,34.09,25.994,3.099152,4.297967,-0.232668,0.293395,4.973484,0.327527,0.249388,0.188901,0.077726,0.018545,0.171662,0.111174,3.246589,0.8025,7.142857,31.254784,37.13782,5.883036,0.197798724,2.857417107,0.18743975,2.871261994
icr009938,91.44633333,6.868,1.686,11.322,20.17,68.508,41.053,25.532,33.414,52.183,21.108,26.709,55.968,17.073,26.958,10.509,16.522,72.969,26.752,27.706,45.542,33.12,28.23,38.65,39.945,28.1,31.955,1.037055,6.62936,-0.150844,0.305488,1.679383,0.328528,0.233406,0.194939,0.109613,0.017887,0.123793,0.085326,3.396306,0.802,6.642857,27.828586,35.485855,7.657269,0.178065792,2.706331968,0.165897081,2.60122323
icr009939,90.49,7.131,2.379,26.941,14.659,58.4,80.317,6.828,12.855,83.904,4.614,11.482,83.869,4.19,11.94,12.473,15.806,71.72,27.151,26.732,46.117,35.284,27.831,36.885,41.032,26.418,32.55,1.722251,7.040021,-0.142045,0.247831,2.791767,0.265432,0.20675,0.174499,0.101471,0.01126,0.105279,0.073028,1.032332,0.8645,6.428571,24.89531,35.557051,10.661741,0.076795998,1.383134842,0.073613018,1.284941713
icr009958,93.93733333,4.844,1.218333333,12.793,14.197,73.011,29.729,20.796,49.475,37.705,20.108,42.187,44.318,18.169,37.513,8.828,10.662,80.509,18.052,16.818,65.13,21.693,16.483,61.824,24.264,16.646,59.09,3.475115,5.822075,-0.17176,0.275278,5.614276,0.298919,0.249293,0.203072,0.105425,0.031472,0.143868,0.097647,1.13597,0.774,7.428571,31.792272,37.467331,5.675059,0.229184394,3.466258049,0.224799852,3.478086472
icr009959,89.60933333,7.442333333,2.948333333,32.107,16.462,51.431,64.613,7.776,27.611,65.077,7.156,27.767,65.302,7.065,27.634,9.151,14.74,76.109,30.442,27.122,42.436,40.172,27.844,31.984,48.265,26.346,25.388,0.452193,6.911866,-0.144679,0.27814,0.732785,0.29826,0.190568,0.160336,0.092303,0.032527,0.098265,0.068033,3.801915,0.8235,7.428571,29.802439,39.71253,9.910092,0.063310951,1.26822257,0.067302443,1.225768209
icr009978,91.60933333,6.066666667,2.324666667,21.883,22.709,55.408,53.362,15.391,31.247,57.875,12.598,29.526,59.028,11.29,29.682,11.479,15.284,73.237,34.81,25.265,39.925,46.743,22.922,30.334,55.271,19.085,25.644,0.834239,5.512155,-0.181417,0.316197,1.346316,0.344879,0.219771,0.176971,0.08855,0.013252,0.131221,0.088421,6.609702,0.792,7.142857,28.079596,37.829735,9.750139,0.095818716,1.602199713,0.096280714,1.601255099
icr009979,90.33,6.648333333,3.021333333,48.858,19.905,31.237,69.215,9.034,21.751,65.98,8.369,25.651,63.435,14.667,21.898,9.454,21.072,69.475,34.857,25.079,40.064,51.365,22.937,25.698,59.133,18.442,22.425,0.79618,6.477342,-0.154384,0.311905,1.2888,0.335982,0.227326,0.18906,0.104881,0.010934,0.122446,0.084179,4.552301,0.8225,9.285714,30.859586,43.810411,12.950825,0.040727819,0.795378586,0.043658732,0.748103619
icr009998,91.03966667,7.144,1.816333333,11.563,14.005,74.431,36.832,24.698,38.47,47.181,21.618,31.201,58.158,21.219,20.623,7.266,11.912,80.822,21.031,23.797,55.172,27.956,26.266,45.777,31.892,26.13,41.978,1.06726,6.027231,-0.165914,0.322715,1.725359,0.349486,0.241106,0.197778,0.104994,0.0174,0.136112,0.092784,4.928365,0.6425,6.428571,34.568475,42.439353,7.870878,0.26708889,4.585239569,0.253086026,4.464666367
icr009999,89.538,7.829333333,2.632666667,21.182,16.697,62.121,63.188,16.321,20.491,69.834,14.024,16.142,72.381,12.96,14.659,9.846,13.44,76.714,25.35,24.448,50.201,35.78,27.382,36.838,42.257,26.317,31.425,0.45873,7.023646,-0.142376,0.313045,0.743573,0.33533,0.216227,0.182426,0.105946,0.013252,0.110281,0.076479,5.280772,0.7385,7.142857,29.874162,38.383405,8.509243,0.122909099,2.466438691,0.122934647,2.426584721
icr010018,89.72866667,8.286,1.985333333,11.126,10.431,78.443,41.617,17.964,40.419,54.202,13.735,32.063,61.406,11.699,26.895,8.141,9.127,82.731,21.219,18.465,60.316,27.673,18.505,53.822,29.154,18.021,52.824,1.100461,6.490031,-0.154082,0.232074,1.781409,0.249953,0.177903,0.148009,0.082202,0.011755,0.0957,0.065807,1.438307,0.5765,6.642857,36.217027,43.591624,7.374597,0.257454038,4.238911152,0.242902095,4.224418958
icr010019,90.44866667,7.049333333,2.502333333,25.529,17.009,57.462,67.443,11.335,21.222,70.044,10.523,19.433,68.836,10.326,20.838,10.457,13.189,76.354,28.714,24.073,47.213,36.814,22.957,40.229,45.099,22.087,32.814,0.626125,7.000495,-0.142847,0.346121,1.014855,0.370842,0.249629,0.210488,0.122025,0.014357,0.127605,0.088463,6.126946,0.9995,7.142857,31.003514,38.587818,7.584304,0.076385717,1.66891257,0.080925484,1.691297174
icr010038,90.62133333,6.725,2.654,32.631,23.329,44.039,71.512,18.562,9.926,75.536,15.859,8.604,75.292,15.869,8.838,19.229,24.997,55.774,49.248,33.469,17.283,62.004,27.103,10.893,65.91,23.282,10.808,2.601202,5.844874,-0.17109,0.355894,4.202728,0.386338,0.306839,0.250148,0.130197,0.021414,0.176641,0.119951,3.466219,0.744,9.285714,32.802664,44.957014,12.154349,0.111901358,2.16902558,0.116946657,2.174102942
icr010039,87.30633333,8.723333333,3.97,66.776,20.028,13.196,91.83,5.357,2.813,92.341,4.719,2.941,92.721,4.565,2.714,12.113,15.215,72.673,68.411,20.623,10.966,83.851,12.501,3.649,90.199,7.945,1.856,1.393752,6.978873,-0.14329,0.370665,2.258951,0.397221,0.299504,0.252409,0.14608,0.018916,0.153424,0.106329,4.443445,0.7715,10.714286,33.199217,51.712278,18.51306,0.060527361,0.960022529,0.061782903,0.993913372
icr010058,89.59266667,8.614,1.793333333,7.346,7.527,85.127,29.37,26.145,44.486,40.823,26.395,32.782,46.379,23.147,30.474,6.709,9.541,83.75,19.309,23.698,56.993,24.705,25.777,49.518,28.573,26.591,44.837,6.480492,5.825098,-0.171671,0.259569,10.469764,0.281849,0.261524,0.213138,0.110689,0.024206,0.150835,0.10245,0.395353,0.6235,7.142857,36.619902,45.229923,8.610021,0.327397933,5.82178243,0.30659614,5.737764041
icr010059,87.871,9.777666667,2.351333333,12.431,15.294,72.275,59.002,15.003,25.995,68.529,12.902,18.569,74.457,8.399,17.144,5.525,12.037,82.438,19.15,19.882,60.968,25.451,25.936,48.613,30.99,26.208,42.802,0.876126,7.950345,-0.125781,0.284321,1.422849,0.302202,0.222481,0.191458,0.118463,0.017308,0.104018,0.072995,1.987524,0.7765,7.142857,30.551713,39.878034,9.326321,0.134346132,2.865721782,0.12911952,2.782866557
icr010078,89.566,8.634,1.8,16.153,13.154,70.693,40.704,24.96,34.335,53.602,20.673,25.725,65.351,19.16,15.488,9.228,10.652,80.121,22.319,22.659,55.021,28.072,24.827,47.102,31.918,25.391,42.691,2.294505,6.319091,-0.158251,0.292232,3.712558,0.315355,0.249821,0.206811,0.113047,0.018117,0.136773,0.093763,1.736847,0.656,6.642857,33.234718,41.169697,7.934979,0.264286876,4.337770621,0.245862325,4.245642503
icr010079,90.849,7.232333333,1.918,20.713,18.551,60.736,66.534,14.647,18.819,74.824,14.764,10.412,76.264,9.542,14.194,8.375,14.778,76.847,28.925,25.853,45.222,37.875,25.815,36.309,48.469,24.482,27.049,1.903117,6.351573,-0.157441,0.312712,3.079565,0.337328,0.259783,0.215266,0.118033,0.026332,0.14175,0.097233,2.520536,0.827,7.142857,27.795704,37.683611,9.887906,0.094555194,2.087643743,0.096313102,2.018279592
icr010098,89.93833333,8.169666667,1.892333333,12.272,11.362,76.365,41.036,25.964,33,55.17,23.785,21.044,60.299,21.583,18.118,8.057,9.244,82.7,28.349,24.661,46.99,35.961,25.283,38.756,41.227,23.988,34.785,2.880919,6.57535,-0.152083,0.289773,4.664641,0.311808,0.258042,0.215196,0.120432,0.019184,0.13761,0.094763,1.219809,0.6065,7.142857,35.920731,45.527886,9.607155,0.307892472,4.526394208,0.28947717,4.453395049
icr010099,89.28833333,8.379666667,2.331666667,24.856,19.344,55.8,60.808,16.155,23.037,68.833,12.699,18.467,68.26,12.588,19.152,11.185,15.944,72.871,39.169,29.637,31.194,50.964,28.21,20.826,59.479,25.131,15.39,1.370976,7.8471,-0.127436,0.315551,2.226074,0.335657,0.260569,0.223792,0.137598,0.022347,0.122971,0.086195,2.043634,0.7915,7.214286,31.04729,41.212577,10.165287,0.112208272,1.92455411,0.113660353,2.000597239
